,sen1,sen2,sen3,colalab,colasc
1695,"Some of the big technology companies side-step around environmental protection laws to find cheaper ways to make their products and the thing is, no one cares!",No one cares so long as they get their newer and better piece of technology.,Everyone will just keep protecting these companies to get what they want to satisfy the craving for more computers.,LABEL_1,0.8952722549438477
1697,"Dear @CAPS1, I - like many other people my age - love to sit in front of a computer and explore it's wonders.",But that does not mean that I spend my whole life on it like others.,So I can see what too much computer time can do.,LABEL_1,0.9149692058563232
1698,"For example, you can't have any liquid nearby and must not throw objects near or on the computer.",Thinking of this and making sure not to damage the computer are ways to increase responsibility.,"Lastly, computers are beneficial because they help education.",LABEL_1,0.9495146870613098
1699,"When the people use the computer, there are many choices that they have to make, like what websites to go to and what to download or watch.",Having these individual chances will help people think of what the right choice is.,"Even if you choose the wrong choice, you will learn from your mistake.",LABEL_1,0.8209548592567444
1701,"Today, wherever you go, there is technology being used.","The most common, computers are widely used by a majority of people, but are computers really beneficial to society?","Computers are beneficial to society because it is a way to connect with the world, a way to increase responsibility, and helpful for education.",LABEL_1,0.5936521887779236
1705,They let us talk to people all over the world.,They are very convenient.,"These are major benefits to society, and everybody should embrace computers.",LABEL_1,0.976209819316864
1706,"Also, if you are a parent that has children they always need help.",Some kids are younger and don't know how to find information for a project.,"But, that's why a parent is there.",LABEL_1,0.9163759350776672
1707,"In addition, computers are a great way to keep in touch with friends and family.",Clearly you can see why computers have positive effects on people and society.,My first reason why I believe computers benefit society is because computers are a great source to use do school work with.,LABEL_1,0.893291175365448
1709,Online poker could be dangerous.,I remember seeing a show about this guy who was addicted to it.,He'd put his credit card information in and sit and play all day.,LABEL_1,0.9808534383773804
1710,I know that my brother is always looking for help because he is younger.,"Lastly, family parties and computers do not mix.","From past experience, when family has come over my brother has sat on the computer without even coming to say ""hello"" to anyone.",LABEL_1,0.941215455532074
1711,My last reason is hat by being on the computer you're not interacting with family or friends.,"In some cases, the person who is addicted to the computer is the parent.",If you're a parent you need to help your family with everyday chores.,LABEL_1,0.7625775933265686
1712,"They could publish bad things go on ridiculous websites, and watch horrible things.",The worst is probably watching bad things.,It really puts a bad influence on everyone.,LABEL_1,0.7792758345603943
1713,"Dear editor of the @PERSON1, I heard you are writing a section in your newspaper about computers and I just thought I would voice my opinion.","Personally, I think computers have a positive effect on people.","First, I think computers are swell because you are able to learn things about faraway places, like countries on the other side of the world, from the comfort of your home.",LABEL_1,0.6398208737373352
